Pipe OD (in),Pipe wt (in),Pipe SMYS (psi),Pipe Coating,Internal Pressure (psi),Pipe DOC (ft),Length of Pipe in PGD (ft),Soil Friction Angle (φ degrees),"Soil Cohesion (c, psf)","Soil Effective Unit Weight (γ', psf)",PGD Path (perpendicular/parallel to pipe),Longitudinal Force (lb/ft),Axial Stress (psi),Remaining Allowable Stress (psi),Allowable Pipe Length in PGD (ft),Exceeds Allowable
16.0,0.375,X-42,Rough Steel,1500,12,15,25,0,130,Parallel,29.47,3457.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,0,130,Perpendicular,38.13,4474.64,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,0,140,Parallel,31.73,3723.65,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,0,140,Perpendicular,41.07,4818.84,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,50,110,Parallel,24.93,2925.72,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,50,110,Perpendicular,32.27,3786.23,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,50,120,Parallel,27.2,3191.7,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,50,120,Perpendicular,35.2,4130.43,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,50,125,Parallel,28.33,3324.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,50,125,Perpendicular,36.67,4302.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,50,130,Parallel,29.47,3457.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,50,130,Perpendicular,38.13,4474.64,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,50,140,Parallel,31.73,3723.65,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,50,140,Perpendicular,41.07,4818.84,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,100,110,Parallel,24.93,2925.72,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,100,110,Perpendicular,32.27,3786.23,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,100,120,Parallel,27.2,3191.7,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,100,120,Perpendicular,35.2,4130.43,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,100,125,Parallel,28.33,3324.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,100,125,Perpendicular,36.67,4302.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,100,130,Parallel,29.47,3457.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,100,130,Perpendicular,38.13,4474.64,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,100,140,Parallel,31.73,3723.65,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,100,140,Perpendicular,41.07,4818.84,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,150,110,Parallel,24.93,2925.72,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,150,110,Perpendicular,32.27,3786.23,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,150,120,Parallel,27.2,3191.7,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,150,120,Perpendicular,35.2,4130.43,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,150,125,Parallel,28.33,3324.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,150,125,Perpendicular,36.67,4302.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,150,130,Parallel,29.47,3457.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,150,130,Perpendicular,38.13,4474.64,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,150,140,Parallel,31.73,3723.65,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,150,140,Perpendicular,41.07,4818.84,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,200,110,Parallel,24.93,2925.72,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,200,110,Perpendicular,32.27,3786.23,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,200,120,Parallel,27.2,3191.7,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,200,120,Perpendicular,35.2,4130.43,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,200,125,Parallel,28.33,3324.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,200,125,Perpendicular,36.67,4302.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,200,130,Parallel,29.47,3457.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,200,130,Perpendicular,38.13,4474.64,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,200,140,Parallel,31.73,3723.65,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,25,200,140,Perpendicular,41.07,4818.84,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,0,110,Parallel,25.81,3028.98,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,0,110,Perpendicular,34.03,3992.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,0,120,Parallel,28.16,3304.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,0,120,Perpendicular,37.12,4355.73,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,0,125,Parallel,29.33,3442.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,0,125,Perpendicular,38.67,4537.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,0,130,Parallel,30.51,3579.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,0,130,Perpendicular,40.21,4718.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,0,140,Parallel,32.85,3855.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,0,140,Perpendicular,43.31,5081.68,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,50,110,Parallel,25.81,3028.98,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,50,110,Perpendicular,34.03,3992.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,50,120,Parallel,28.16,3304.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,50,120,Perpendicular,37.12,4355.73,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,50,125,Parallel,29.33,3442.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,50,125,Perpendicular,38.67,4537.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,50,130,Parallel,30.51,3579.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,50,130,Perpendicular,40.21,4718.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,50,140,Parallel,32.85,3855.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,50,140,Perpendicular,43.31,5081.68,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,100,110,Parallel,25.81,3028.98,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,100,110,Perpendicular,34.03,3992.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,100,120,Parallel,28.16,3304.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,100,120,Perpendicular,37.12,4355.73,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,100,125,Parallel,29.33,3442.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,100,125,Perpendicular,38.67,4537.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,100,130,Parallel,30.51,3579.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,100,130,Perpendicular,40.21,4718.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,100,140,Parallel,32.85,3855.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,100,140,Perpendicular,43.31,5081.68,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,150,110,Parallel,25.81,3028.98,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,150,110,Perpendicular,34.03,3992.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,150,120,Parallel,28.16,3304.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,150,120,Perpendicular,37.12,4355.73,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,150,125,Parallel,29.33,3442.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,150,125,Perpendicular,38.67,4537.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,150,130,Parallel,30.51,3579.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,150,130,Perpendicular,40.21,4718.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,150,140,Parallel,32.85,3855.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,150,140,Perpendicular,43.31,5081.68,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,200,110,Parallel,25.81,3028.98,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,200,110,Perpendicular,34.03,3992.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,200,120,Parallel,28.16,3304.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,200,120,Perpendicular,37.12,4355.73,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,200,125,Parallel,29.33,3442.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,200,125,Perpendicular,38.67,4537.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,200,130,Parallel,30.51,3579.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,200,130,Perpendicular,40.21,4718.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,200,140,Parallel,32.85,3855.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,28,200,140,Perpendicular,43.31,5081.68,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,0,110,Parallel,26.4,3097.82,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,0,110,Perpendicular,35.2,4130.43,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,0,120,Parallel,28.8,3379.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,0,120,Perpendicular,38.4,4505.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,0,125,Parallel,30.0,3520.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,0,125,Perpendicular,40.0,4693.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,0,130,Parallel,31.2,3661.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,0,130,Perpendicular,41.6,4881.42,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,0,140,Parallel,33.6,3942.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,0,140,Perpendicular,44.8,5256.92,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,50,110,Parallel,26.4,3097.82,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,50,110,Perpendicular,35.2,4130.43,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,50,120,Parallel,28.8,3379.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,50,120,Perpendicular,38.4,4505.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,50,125,Parallel,30.0,3520.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,50,125,Perpendicular,40.0,4693.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,50,130,Parallel,31.2,3661.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,50,130,Perpendicular,41.6,4881.42,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,50,140,Parallel,33.6,3942.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,50,140,Perpendicular,44.8,5256.92,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,100,110,Parallel,26.4,3097.82,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,100,110,Perpendicular,35.2,4130.43,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,100,120,Parallel,28.8,3379.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,100,120,Perpendicular,38.4,4505.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,100,125,Parallel,30.0,3520.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,100,125,Perpendicular,40.0,4693.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,100,130,Parallel,31.2,3661.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,100,130,Perpendicular,41.6,4881.42,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,100,140,Parallel,33.6,3942.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,100,140,Perpendicular,44.8,5256.92,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,150,110,Parallel,26.4,3097.82,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,150,110,Perpendicular,35.2,4130.43,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,150,120,Parallel,28.8,3379.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,150,120,Perpendicular,38.4,4505.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,150,125,Parallel,30.0,3520.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,150,125,Perpendicular,40.0,4693.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,150,130,Parallel,31.2,3661.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,150,130,Perpendicular,41.6,4881.42,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,150,140,Parallel,33.6,3942.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,150,140,Perpendicular,44.8,5256.92,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,200,110,Parallel,26.4,3097.82,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,200,110,Perpendicular,35.2,4130.43,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,200,120,Parallel,28.8,3379.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,200,120,Perpendicular,38.4,4505.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,200,125,Parallel,30.0,3520.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,200,125,Perpendicular,40.0,4693.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,200,130,Parallel,31.2,3661.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,200,130,Perpendicular,41.6,4881.42,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,200,140,Parallel,33.6,3942.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,30,200,140,Perpendicular,44.8,5256.92,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,0,110,Parallel,26.99,3166.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,0,110,Perpendicular,36.37,4268.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,0,120,Parallel,29.44,3454.54,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,0,120,Perpendicular,39.68,4656.12,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,0,125,Parallel,30.67,3598.48,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,0,125,Perpendicular,41.33,4850.13,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,0,130,Parallel,31.89,3742.42,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,0,130,Perpendicular,42.99,5044.14,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,0,140,Parallel,34.35,4030.3,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,0,140,Perpendicular,46.29,5432.15,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,50,110,Parallel,26.99,3166.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,50,110,Perpendicular,36.37,4268.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,50,120,Parallel,29.44,3454.54,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,50,120,Perpendicular,39.68,4656.12,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,50,125,Parallel,30.67,3598.48,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,50,125,Perpendicular,41.33,4850.13,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,50,130,Parallel,31.89,3742.42,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,50,130,Perpendicular,42.99,5044.14,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,50,140,Parallel,34.35,4030.3,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,50,140,Perpendicular,46.29,5432.15,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,100,110,Parallel,26.99,3166.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,100,110,Perpendicular,36.37,4268.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,100,120,Parallel,29.44,3454.54,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,100,120,Perpendicular,39.68,4656.12,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,100,125,Parallel,30.67,3598.48,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,100,125,Perpendicular,41.33,4850.13,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,100,130,Parallel,31.89,3742.42,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,100,130,Perpendicular,42.99,5044.14,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,100,140,Parallel,34.35,4030.3,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,100,140,Perpendicular,46.29,5432.15,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,150,110,Parallel,26.99,3166.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,150,110,Perpendicular,36.37,4268.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,150,120,Parallel,29.44,3454.54,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,150,120,Perpendicular,39.68,4656.12,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,150,125,Parallel,30.67,3598.48,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,150,125,Perpendicular,41.33,4850.13,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,150,130,Parallel,31.89,3742.42,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,150,130,Perpendicular,42.99,5044.14,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,150,140,Parallel,34.35,4030.3,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,150,140,Perpendicular,46.29,5432.15,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,200,110,Parallel,26.99,3166.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,200,110,Perpendicular,36.37,4268.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,200,120,Parallel,29.44,3454.54,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,200,120,Perpendicular,39.68,4656.12,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,200,125,Parallel,30.67,3598.48,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,200,125,Perpendicular,41.33,4850.13,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,200,130,Parallel,31.89,3742.42,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,200,130,Perpendicular,42.99,5044.14,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,200,140,Parallel,34.35,4030.3,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,32,200,140,Perpendicular,46.29,5432.15,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,0,110,Parallel,27.87,3269.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,0,110,Perpendicular,38.13,4474.64,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,0,120,Parallel,30.4,3567.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,0,120,Perpendicular,41.6,4881.42,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,0,125,Parallel,31.67,3715.83,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,0,125,Perpendicular,43.33,5084.81,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,0,130,Parallel,32.93,3864.46,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,0,130,Perpendicular,45.07,5288.21,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,0,140,Parallel,35.47,4161.72,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,0,140,Perpendicular,48.53,5694.99,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,50,110,Parallel,27.87,3269.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,50,110,Perpendicular,38.13,4474.64,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,50,120,Parallel,30.4,3567.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,50,120,Perpendicular,41.6,4881.42,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,50,125,Parallel,31.67,3715.83,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,50,125,Perpendicular,43.33,5084.81,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,50,130,Parallel,32.93,3864.46,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,50,130,Perpendicular,45.07,5288.21,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,50,140,Parallel,35.47,4161.72,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,50,140,Perpendicular,48.53,5694.99,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,100,110,Parallel,27.87,3269.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,100,110,Perpendicular,38.13,4474.64,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,100,120,Parallel,30.4,3567.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,100,120,Perpendicular,41.6,4881.42,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,100,125,Parallel,31.67,3715.83,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,100,125,Perpendicular,43.33,5084.81,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,100,130,Parallel,32.93,3864.46,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,100,130,Perpendicular,45.07,5288.21,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,100,140,Parallel,35.47,4161.72,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,100,140,Perpendicular,48.53,5694.99,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,150,110,Parallel,27.87,3269.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,150,110,Perpendicular,38.13,4474.64,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,150,120,Parallel,30.4,3567.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,150,120,Perpendicular,41.6,4881.42,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,150,125,Parallel,31.67,3715.83,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,150,125,Perpendicular,43.33,5084.81,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,150,130,Parallel,32.93,3864.46,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,150,130,Perpendicular,45.07,5288.21,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,12,15,35,150,140,Parallel,35.47,4161.72,0,0.0,Exceeds
