Pipe OD (in),Pipe wt (in),Pipe SMYS (psi),Pipe Coating,Internal Pressure (psi),Pipe DOC (ft),Length of Pipe in PGD (ft),Soil Friction Angle (φ degrees),"Soil Cohesion (c, psf)","Soil Effective Unit Weight (γ', psf)",PGD Path (perpendicular/parallel to pipe),Longitudinal Force (lb/ft),Axial Stress (psi),Remaining Allowable Stress (psi),Allowable Pipe Length in PGD (ft),Exceeds Allowable
16.0,0.375,X-42,Rough Steel,1500,8,7,30,0,120,Parallel,19.2,1051.38,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,0,120,Perpendicular,25.6,1401.84,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,0,125,Parallel,20.0,1095.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,0,125,Perpendicular,26.67,1460.25,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,0,130,Parallel,20.8,1139.0,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,0,130,Perpendicular,27.73,1518.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,0,140,Parallel,22.4,1226.61,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,0,140,Perpendicular,29.87,1635.48,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,50,110,Parallel,17.6,963.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,50,110,Perpendicular,23.47,1285.02,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,50,120,Parallel,19.2,1051.38,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,50,120,Perpendicular,25.6,1401.84,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,50,125,Parallel,20.0,1095.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,50,125,Perpendicular,26.67,1460.25,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,50,130,Parallel,20.8,1139.0,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,50,130,Perpendicular,27.73,1518.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,50,140,Parallel,22.4,1226.61,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,50,140,Perpendicular,29.87,1635.48,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,100,110,Parallel,17.6,963.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,100,110,Perpendicular,23.47,1285.02,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,100,120,Parallel,19.2,1051.38,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,100,120,Perpendicular,25.6,1401.84,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,100,125,Parallel,20.0,1095.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,100,125,Perpendicular,26.67,1460.25,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,100,130,Parallel,20.8,1139.0,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,100,130,Perpendicular,27.73,1518.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,100,140,Parallel,22.4,1226.61,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,100,140,Perpendicular,29.87,1635.48,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,150,110,Parallel,17.6,963.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,150,110,Perpendicular,23.47,1285.02,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,150,120,Parallel,19.2,1051.38,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,150,120,Perpendicular,25.6,1401.84,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,150,125,Parallel,20.0,1095.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,150,125,Perpendicular,26.67,1460.25,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,150,130,Parallel,20.8,1139.0,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,150,130,Perpendicular,27.73,1518.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,150,140,Parallel,22.4,1226.61,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,150,140,Perpendicular,29.87,1635.48,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,200,110,Parallel,17.6,963.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,200,110,Perpendicular,23.47,1285.02,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,200,120,Parallel,19.2,1051.38,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,200,120,Perpendicular,25.6,1401.84,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,200,125,Parallel,20.0,1095.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,200,125,Perpendicular,26.67,1460.25,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,200,130,Parallel,20.8,1139.0,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,200,130,Perpendicular,27.73,1518.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,200,140,Parallel,22.4,1226.61,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,30,200,140,Perpendicular,29.87,1635.48,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,0,110,Parallel,17.99,985.18,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,0,110,Perpendicular,24.25,1327.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,0,120,Parallel,19.63,1074.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,0,120,Perpendicular,26.45,1448.57,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,0,125,Parallel,20.44,1119.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,0,125,Perpendicular,27.56,1508.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,0,130,Parallel,21.26,1164.31,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,0,130,Perpendicular,28.66,1569.29,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,0,140,Parallel,22.9,1253.87,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,0,140,Perpendicular,30.86,1690.0,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,50,110,Parallel,17.99,985.18,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,50,110,Perpendicular,24.25,1327.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,50,120,Parallel,19.63,1074.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,50,120,Perpendicular,26.45,1448.57,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,50,125,Parallel,20.44,1119.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,50,125,Perpendicular,27.56,1508.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,50,130,Parallel,21.26,1164.31,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,50,130,Perpendicular,28.66,1569.29,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,50,140,Parallel,22.9,1253.87,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,50,140,Perpendicular,30.86,1690.0,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,100,110,Parallel,17.99,985.18,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,100,110,Perpendicular,24.25,1327.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,100,120,Parallel,19.63,1074.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,100,120,Perpendicular,26.45,1448.57,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,100,125,Parallel,20.44,1119.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,100,125,Perpendicular,27.56,1508.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,100,130,Parallel,21.26,1164.31,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,100,130,Perpendicular,28.66,1569.29,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,100,140,Parallel,22.9,1253.87,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,100,140,Perpendicular,30.86,1690.0,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,150,110,Parallel,17.99,985.18,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,150,110,Perpendicular,24.25,1327.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,150,120,Parallel,19.63,1074.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,150,120,Perpendicular,26.45,1448.57,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,150,125,Parallel,20.44,1119.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,150,125,Perpendicular,27.56,1508.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,150,130,Parallel,21.26,1164.31,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,150,130,Perpendicular,28.66,1569.29,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,150,140,Parallel,22.9,1253.87,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,150,140,Perpendicular,30.86,1690.0,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,200,110,Parallel,17.99,985.18,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,200,110,Perpendicular,24.25,1327.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,200,120,Parallel,19.63,1074.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,200,120,Perpendicular,26.45,1448.57,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,200,125,Parallel,20.44,1119.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,200,125,Perpendicular,27.56,1508.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,200,130,Parallel,21.26,1164.31,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,200,130,Perpendicular,28.66,1569.29,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,200,140,Parallel,22.9,1253.87,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,32,200,140,Perpendicular,30.86,1690.0,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,0,110,Parallel,18.58,1017.31,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,0,110,Perpendicular,25.42,1392.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,0,120,Parallel,20.27,1109.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,0,120,Perpendicular,27.73,1518.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,0,125,Parallel,21.11,1156.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,0,125,Perpendicular,28.89,1581.94,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,0,130,Parallel,21.96,1202.28,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,0,130,Perpendicular,30.04,1645.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,0,140,Parallel,23.64,1294.76,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,0,140,Perpendicular,32.36,1771.78,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,50,110,Parallel,18.58,1017.31,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,50,110,Perpendicular,25.42,1392.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,50,120,Parallel,20.27,1109.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,50,120,Perpendicular,27.73,1518.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,50,125,Parallel,21.11,1156.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,50,125,Perpendicular,28.89,1581.94,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,50,130,Parallel,21.96,1202.28,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,50,130,Perpendicular,30.04,1645.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,50,140,Parallel,23.64,1294.76,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,50,140,Perpendicular,32.36,1771.78,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,100,110,Parallel,18.58,1017.31,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,100,110,Perpendicular,25.42,1392.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,100,120,Parallel,20.27,1109.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,100,120,Perpendicular,27.73,1518.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,100,125,Parallel,21.11,1156.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,100,125,Perpendicular,28.89,1581.94,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,100,130,Parallel,21.96,1202.28,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,100,130,Perpendicular,30.04,1645.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,100,140,Parallel,23.64,1294.76,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,100,140,Perpendicular,32.36,1771.78,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,150,110,Parallel,18.58,1017.31,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,150,110,Perpendicular,25.42,1392.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,150,120,Parallel,20.27,1109.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,150,120,Perpendicular,27.73,1518.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,150,125,Parallel,21.11,1156.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,150,125,Perpendicular,28.89,1581.94,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,150,130,Parallel,21.96,1202.28,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,150,130,Perpendicular,30.04,1645.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,150,140,Parallel,23.64,1294.76,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,150,140,Perpendicular,32.36,1771.78,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,200,110,Parallel,18.58,1017.31,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,200,110,Perpendicular,25.42,1392.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,200,120,Parallel,20.27,1109.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,200,120,Perpendicular,27.73,1518.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,200,125,Parallel,21.11,1156.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,200,125,Perpendicular,28.89,1581.94,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,200,130,Parallel,21.96,1202.28,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,200,130,Perpendicular,30.04,1645.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,200,140,Parallel,23.64,1294.76,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,7,35,200,140,Perpendicular,32.36,1771.78,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,0,110,Parallel,16.62,1300.32,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,0,110,Perpendicular,21.51,1682.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,0,120,Parallel,18.13,1418.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,0,120,Perpendicular,23.47,1835.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,0,125,Parallel,18.89,1477.64,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,0,125,Perpendicular,24.44,1912.24,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,0,130,Parallel,19.64,1536.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,0,130,Perpendicular,25.42,1988.73,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,0,140,Parallel,21.16,1654.95,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,0,140,Perpendicular,27.38,2141.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,50,110,Parallel,16.62,1300.32,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,50,110,Perpendicular,21.51,1682.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,50,120,Parallel,18.13,1418.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,50,120,Perpendicular,23.47,1835.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,50,125,Parallel,18.89,1477.64,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,50,125,Perpendicular,24.44,1912.24,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,50,130,Parallel,19.64,1536.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,50,130,Perpendicular,25.42,1988.73,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,50,140,Parallel,21.16,1654.95,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,50,140,Perpendicular,27.38,2141.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,100,110,Parallel,16.62,1300.32,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,100,110,Perpendicular,21.51,1682.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,100,120,Parallel,18.13,1418.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,100,120,Perpendicular,23.47,1835.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,100,125,Parallel,18.89,1477.64,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,100,125,Perpendicular,24.44,1912.24,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,100,130,Parallel,19.64,1536.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,100,130,Perpendicular,25.42,1988.73,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,100,140,Parallel,21.16,1654.95,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,100,140,Perpendicular,27.38,2141.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,150,110,Parallel,16.62,1300.32,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,150,110,Perpendicular,21.51,1682.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,150,120,Parallel,18.13,1418.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,150,120,Perpendicular,23.47,1835.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,150,125,Parallel,18.89,1477.64,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,150,125,Perpendicular,24.44,1912.24,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,150,130,Parallel,19.64,1536.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,150,130,Perpendicular,25.42,1988.73,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,150,140,Parallel,21.16,1654.95,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,150,140,Perpendicular,27.38,2141.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,200,110,Parallel,16.62,1300.32,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,200,110,Perpendicular,21.51,1682.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,200,120,Parallel,18.13,1418.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,200,120,Perpendicular,23.47,1835.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,200,125,Parallel,18.89,1477.64,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,200,125,Perpendicular,24.44,1912.24,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,200,130,Parallel,19.64,1536.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,200,130,Perpendicular,25.42,1988.73,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,200,140,Parallel,21.16,1654.95,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,25,200,140,Perpendicular,27.38,2141.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,0,110,Parallel,17.21,1346.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,0,110,Perpendicular,22.68,1774.56,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,0,120,Parallel,18.77,1468.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,0,120,Perpendicular,24.75,1935.88,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,0,125,Parallel,19.56,1529.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,0,125,Perpendicular,25.78,2016.54,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,0,130,Parallel,20.34,1590.98,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,0,130,Perpendicular,26.81,2097.2,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,0,140,Parallel,21.9,1713.36,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,0,140,Perpendicular,28.87,2258.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,50,110,Parallel,17.21,1346.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,50,110,Perpendicular,22.68,1774.56,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,50,120,Parallel,18.77,1468.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,50,120,Perpendicular,24.75,1935.88,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,50,125,Parallel,19.56,1529.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,50,125,Perpendicular,25.78,2016.54,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,50,130,Parallel,20.34,1590.98,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,50,130,Perpendicular,26.81,2097.2,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,50,140,Parallel,21.9,1713.36,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,50,140,Perpendicular,28.87,2258.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,100,110,Parallel,17.21,1346.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,100,110,Perpendicular,22.68,1774.56,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,100,120,Parallel,18.77,1468.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,100,120,Perpendicular,24.75,1935.88,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,100,125,Parallel,19.56,1529.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,100,125,Perpendicular,25.78,2016.54,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,100,130,Parallel,20.34,1590.98,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,100,130,Perpendicular,26.81,2097.2,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,100,140,Parallel,21.9,1713.36,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,100,140,Perpendicular,28.87,2258.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,150,110,Parallel,17.21,1346.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,150,110,Perpendicular,22.68,1774.56,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,150,120,Parallel,18.77,1468.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,150,120,Perpendicular,24.75,1935.88,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,8,10,28,150,125,Parallel,19.56,1529.79,0,0.0,Exceeds
