Soil Name,Soil Type,Pipe OD (in),Pipe wt (in),Pipe SMYS (psi),Pipe DOC (ft),Length of Pipe in PGD (ft),Pipe Coating,Internal Pressure (psi),Soil Friction Angle (φ degrees),"Soil Cohesion (c, psf)","Soil Effective Unit Weight (γ', psf)",PGD Path (perpendicular/parallel to pipe),Longitudinal Force (lb/ft),Axial Stress (psi),Remaining Allowable Stress (psi),Allowable Pipe Length in PGD (ft),Exceeds Allowable
Stiff Lean Clay,CL,16,0.375,X-42,2,41,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,953.118377,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,42,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,976.365166,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,43,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,999.611956,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,44,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1022.858746,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,45,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1046.105535,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,46,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1069.352325,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,47,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1092.599115,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,48,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1115.845905,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,49,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1139.092694,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,50,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1162.339484,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,51,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1185.586274,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,52,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1208.833063,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,53,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1232.079853,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,54,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1255.326643,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,55,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1278.573432,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,56,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1301.820222,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,57,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1325.067012,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,58,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1348.313801,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,59,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1371.560591,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,60,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1394.807381,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,61,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1418.05417,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,62,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1441.30096,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,63,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1464.54775,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,64,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1487.794539,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,65,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1511.041329,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,66,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1534.288119,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,67,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1557.534908,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,68,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1580.781698,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,69,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1604.028488,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,70,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,1627.275277,6680.0,287.351505,Does Not Exceed
