Soil Name,Soil Type,Pipe OD (in),Pipe wt (in),Pipe SMYS (psi),Pipe DOC (ft),Length of Pipe in PGD (ft),Pipe Coating,Internal Pressure (psi),Soil Friction Angle (φ degrees),"Soil Cohesion (c, psf)","Soil Effective Unit Weight (γ', psf)",PGD Path (perpendicular/parallel to pipe),Longitudinal Force (lb/ft),Axial Stress (psi),Remaining Allowable Stress (psi),Allowable Pipe Length in PGD (ft),Exceeds Allowable
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,40,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,2030.25,12959.75,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,41,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,2081.01,12908.99,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,42,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,2131.76,12858.24,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,43,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,2182.52,12807.48,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,44,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,2233.27,12756.73,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,45,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,2284.03,12705.97,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,46,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,2334.79,12655.21,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,47,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,2385.54,12604.46,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,48,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,2436.3,12553.7,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,49,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,2487.05,12502.95,295.33,Does Not Exceed
